noid;limite_norte;limite_sur;limite_este;limite_oeste;tipo;barrios_contenidos_en_el_codigo_postal;veredas_contenidas_en_el_codigo_postal;codigo_municipio;codigo_departamento
1951;M. RIVERA Y CAMPOALEGRE;M. SAN V. DEL CAGUÁN Y PUERTO RICO;MPIO. SAN V. DEL CAGUÁN;VÍA CAMPOALE.-EL PARAISO -LA UNIÓN;Rural;Sin Informacion de Barrios;PARAISO VIEJO;41020;41
690;MPIO. COMBITA Y OICATA;VÍA SORACÁ-TUNJA;MPIO. CHIVATÁ Y SORACÁ;LÍMITE URBANO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;15001;15
2675;MUNICIPIO PIJAO;MUNICIPIO SEVILLA;MUNICIPIO RONCESVALLES;MPIO. CAICEDONIA Y SEVILLA;Rural;Sin Informacion de Barrios;Aures- Cabecera Municipal-  Cumaral Bajo-  El Cairo Bajo-  El Dorado-  El Paraíso-  La Coqueta-  La Esmeralda-  La Granaja-  La Venada-  Las Brisas-  Leona-  Puerto Rico-  Río Gris-  San Gerardo-  San Juan Bajo;63302;63
3678;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;99624;99
3507;VÍA SAN FCO.-VILLAGARZÓN Y M. SIBUNDOY;MUNICIPIO SANTIAGO;MUNICIPIO MOCOA;MUNICIPIO SANTIAGO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;86755;86
1072;VÍA RIOSUCIO-MARMATO;MPIO. RIOSUCIO Y FILADELFIA;MUNICIPIO LA MERCED;MUNICIPIO RIOSUCIO;Rural;Sin Informacion de Barrios;Alto Obispo- Alto Obispo-  Alto Sevilla-  Alto Sevilla-  Bajo Obispo-  Bajo Obispo-  Bajo Sevilla-  Bajo Sevilla-  Buenavista-  Buenavista-  Dosquebradas-  Dosquebradas-  El Brasil-  El Brasil-  El Rodeo-  La Clara-  La Clara-  La Iberia-  La Playa-  La P;17777;17
936;CL 6;LIMITE URBANO;KR 1A;KR 6;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15816;15
2635;CAÑO BRANDY Y RÍO (PERMANENTE);QUEBRADA TRINIDAD;MUNICIPIO EL TARRA;MUNICIPIO CONVENCIÓN;Rural;Sin Informacion de Barrios;Aserrio- Buenos Aires-  Cristalina-  El Espejo-  El Rosario-  Filo Guamo-  Guaduas-  La Cecilia-  La Fria-  La Pedregosa-  La Ruidosa-  La Tiradera-  Marquetalia-  Platanal-  San Jacinto-  San Juancito-  San Luis Beguitas-  Santa Ines Alta-  Santa Ines Ba;54800;54
1426;VÍA LOS MONOS-COTOCA ARRIBA;MUNICIPIO COTORRA;VÍA COTORRA-LOS MONOS;RÍO SINÚ;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;23417;23
1220;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;19517;19
1166;VÍA LA BETULIA-SUÁREZ-SAN IGNACIO;MUNICIPIO MORALES;M. B. AIRES Y MORALES;VÍA LA BETULIA-LOMA EL DIVISO;Rural;Sin Informacion de Barrios;Los Cafés;19780;19
2568;MUNICIPIO PAMPLONITA;MPIO. CÁCOTA Y LABATECA;MUNICIPIO LABATECA;RÍO PAMPLONITA;Rural;Sin Informacion de Barrios;Alcaparral- Alto Grande-  Cabecera Municipal-  El Escorial-  El Rosal-  El Totumo-  Fontibón-  García-  La ?pa-  La Legua-  Lengua-  Monteadentro-  Santa Matilde;54518;54
3248;LIMITE URBANO;MUNICIPIO PUERTO TEJADA;MUNICIPIO CANDELARIA;LIMITE URBANO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;76001;76
3324;KR 8 N;KR 14;CL 23;CL 4 W;Urbano;Alcazar- Carlos Holguín Sardi- Doña Emma- El Prado- El Rey- Guerrero- Humberto González Narvaez- Ipira- José Joaquín Jaramillo- José María Barbosa- La Asunción- La Ceiba- La Ermita- Llanitos- Los Arrayanes- Los Pinos- Nueva Ermita- Obrero- San José Obrero;Sin Informacion de Veredas;76622;76
605;M. SAN JUAN NEPOMUCENO;M. EL CARMEN DE BOLIVAR;MUNICIPIO ZAMBRANO;M. EL CAR. DE BOL. Y MARIA LA B.;Rural;El Anzuelo- La Campesina- Nuevo Horizonte- San Abel;Sin Informacion de Veredas;13654;13
3023;VIA M. SINCELEJO - PALMITO;M. SAN ANDRES SOTAVENTO;ARROYO MOCHÁ;M. SAN ANDRES SOTAVENTO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;70001;70
3200;A PUERTO NARANJO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;73585;73
262;VEREDA SAN JOSE  Y  M. MEDELLIN;VEREDA  EL GUAYABO;KR 65- 65B S;M. ANGELOPOLIS;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;5380;5
2815;M. PIEDECUESTA Y GUACA;M. CURITI Y SAN ANDRES;MPIO. SAN ANDRES;MUNICIPIO ARATOCA;Rural;Sin Informacion de Barrios;Antalá- Carabalí-  Cepita-  El Guayabo-  El Mangle-  Laguna-  Pavas-  Pire-  Quebradas-  Ramada;68160;68
3136;RÍO AGUACATAL;MUNICIPIO CASABIANCA;MUNICIPIO CASABIANCA;MUNICIPIO VILLAMARIA;Rural;Sin Informacion de Barrios;Cabecera Municipal;73347;73
1120;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;18860;18
537;VEDERA PASQUILLA;RIO CHISACÁ;RIO TUNJUELITO;M. SOACHA;Rural;Sin Informacion de Barrios;ALTO DEL CABRA- El Hato-  HUNGRIA-  La Regadera-  Las Margaritas-  Las Mercedes-  Los Arrayanes-  Pasquilla-  Pasquillita-  ROMERAL-  Santa Bárbara-  Santa Rosa;11001;11
2931;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Agua Fria- Cabecera Municipal;68250;68
1382;CL 1;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;20310;20
121;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Cabecera  Municipal- El Limón-  La Doce-  Quebradona Uno;5895;5
3323;RÍO (PERMANENTE) Y LIM. URB.;MUNICIPIO ROLDANILLO;MPIO. LA VICTORIA Y OBANDO;MUNICIPIO ROLDANILLO;Rural;Sin Informacion de Barrios;Despensita- Espinal-  La Cayetana-  Sabanazo-  San Luis-  Tejada-  Veraguas;76400;76
2253;MPIO. URIBE Y VISTAHERMOSA;RÍO GUAYABERO Y (PERMANENTE);MUNICIPIO VISTAHERMOSA;MPIO. SAN VI. DEL CAGUÁN;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;50350;50
3520;VÍA PTO. ASIS-EL LIBANO Y RÍO SUCIO;MPIO. VALLE DEL GUAMUEZ;MUNICIPIO PUERTO ASIS;MUNICIPIO IPIALES;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;86320;86
199;MUNICPIO SAN ROQUE;RÍO GUATAPE;M. CARACOLI Y PUERTO NARE;M. SAN RAFAEL;Rural;Sin Informacion de Barrios;Agua Linda- Alto de Maria-  El Cerro-  El Tigre-  La Aguada-  La Cascada-  La Holanda-  La Luz-  La Mesa-  Llanadas-  Paraguas-  Pocitos-  Santa Isabel;5649;5
706;CL 9;CL 2;KR 1;KR 11;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15763;15
1255;MPIO. LOPEZ Y MORALES;RÍO SAN JOAQUÍN;RÍO SAN JOAQUÍN;RÍO MICAY Y (PERMANENTE);Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;19256;19
115;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;5495;5
2504;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;52079;52
1099;VÍA P. RICO-SAN V. DEL C.-ALTO LOSADA;MPIO. CARTAGENA DEL CHAIRÁ;M. LA MACARENA Y RÍO YARÍ;M. P. RICO Y C/GENA. DEL CHAIRÁ;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;18753;18
382;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;5490;5
3296;MUNICIPIO YOTOCO;MUNICIPIO LA CUMBRE;MUNICIPIO VIJES;RÍO (PERMANENTE) Y LIM. URB.;Rural;Sin Informacion de Barrios;El Aguacate- La Soledad;76606;76
426;MUNICIPIO SITIONUEVO;MUNICIPIO MALAMBO;MUNICIPIO MALAMBO;LIMITE URBANO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;8758;8
1735;MUNICIPIO BITUIMA;M. JERUSALÉN Y ANAPOIMA;M. ANOLAIMA- CAHIPAY Y LA MESA;M. SAN J. DE RÍO SECO Y PULÍ;Rural;Sin Informacion de Barrios;ALTO DEL ROBLE- BERLIN-  CABRERA-  CAPATA-  CHONTARAL-  CONCORDIA-  EL BELEN-  EL CHAMANTE-  EL CONDE-  EL ESPINO-  EL LIBANO-  EL RETIRO-  El Rosario-  EL SINAI GRANDE-  EL TIBER-  GIBRALTAR-  GOLGOTA-  GUADALUPE-  ILO-  LA ARABIA-  LA ARGENTINA-  LA BOT;25596;25
246;CL 39A- 38- 37B Y 31;CL 26- 74- 75 Y 76;KR  49;KR 70 Y CL 39B;Urbano;19 de Abril- Camparola- Ditaires- El Palmar- Glorieta Pilsen- La Finca- La Palma- Las Brisas- Las Margaritas- Malta- Montesacro- Monteverde- Pilsen- Samaria- Samaria Robles del Sur- San Antonio- San Francisco- San Gabriel- San Javier- San Pío X- Santa Ana;Cabecera Municipal- La Erde-  Olivares-  San Antonio de Prado;5360;5
3639;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;97666;97
1476;MUNICIPIO SAN MARCOS;MUNICIPIO BUENAVISTA;MPIO. AYAPEL Y SAN MARCOS;VÍA PROVI.-P. NVO.- Q. A. CLARAS Y M. P. R.;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;23570;23
570;MPIO. CLEMENCIA Y REPELÓN;MUNICIPIO TURBACO;MPIO. SAN ESTANISLAO;MPIO. SANTA ROSA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;13873;13
3338;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;76845;76
2977;CL 9;CL 2;KR 2;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;68235;68
2024;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;CUCHILLA- FLORIDA-  KENEDY-  LA ESTRELLA-  LLANADA DE NARANJOS-  MESITAS-  TIMANCO;41668;41
2475;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;52696;52
562;MAR CARIBE;VIA STA. CATALINA-ARROYO GRANDE;MPIO. PIOJO Y LURUACO;MAR CARIBE;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;13673;13
2390;A PUERRES;CL 1;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;52215;52
658;MUNICIPIO PINILLOS;MUNICIPIO MONTECRISTO;MPIO. PINILLOS Y TIQUISIO;RÍO CAUCA;Rural;Sin Informacion de Barrios;Las Tijeras- Sol y Sombra;13006;13
3467;MUNICIPIO TRINIDAD;MUNICIPIO OROCUÉ;MUNICIPIO SANTA ROSALIA;CAÑO CURIVIVA Y VÍA EL TIGRE-COROZAL;Rural;Sin Informacion de Barrios;Araguaney- Arrayanes-  Bocas del Pauto-  Bocas del Urele-  Cafifi-  Cardoncito-  El Caiman-  El Convento-  El Malino-  El Palmar-  El Tigre-  Guaracuras-  La Reforma-  La Union de Cojomu-  La Venturosa-  Lagunitas-  Los Patos-  Mata de Santo-  Miramar De;85325;85
2561;M. SAN CAYETANO Y CÚCUTA;VÍA ARBOLEDAS-CHINACOTA;MPIO. LOS PATIOS Y CHINACOTA;MPIO. DURANIA Y ARBOLEDAS;Rural;Sin Informacion de Barrios;Aguanegra- Bateas-  Calaluna-  Centro Poblado La Donjuana-  El Roble-  Naranjal-  Salto;54099;54
1869;RÍO BAUDÓ Y Q/DA. CURUNDÓ;MPIO. ISTMINA Y BAJO BAUDÓ;MUNICIPIO ISTMINA;RÍO BAUDÓ Y MPIO. BAJO BAUDÓ;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;27430;27
2987;CL  52;LIMITE URBANO;LIMITE URBANO;RIO MAGDALENA;Urbano;16 de Marzo- 9 de Abril- Alto del Campestre- Altos de Cañaveral- Antonia Santos- Area de Protección- Bellavista- Buenavista- Buenos Aires- Campestre- Centro- Colombia- El Campín- El Castillo- El Cerro- El Chicó- El Cincuentenario- El Dorado- El Limonar- E;Sin Informacion de Veredas;68081;68
2498;RÍO PATÍA;MUNICIPIO BARBACOAS;RÍO NANSALBÍ Y (PERMANENTE);MUNICIPIO ROBERTO PAYÁN;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;52427;52
1102;MUNICIPIO ALGECIRAS;RÍO NEMAL Y GUAYAS;MPIO. SAN VI. DEL CAGUÁN;MUNICIPIO EL DONCELLO;Rural;Sin Informacion de Barrios;EL KIOSCO- EL POMO-  LA PRIMAVERA-  QUEBRADON SUR-  SAN ANTONIO-  SAN JOSE ALTO-  SAN PABLO;18592;18
532;CL 69A S  Y  69B S;KR 40- 42 Y 45B;AC VILLAVICENCIO;KR 75C;Urbano;Bellavista- Caracolí- Jerusalén- La Pradera- Las Brisas- Potosí- Santa Viviana- Sierra Morena- Sierra Morena- Sierra Morena- Sierra Morena II- Verona;Sin Informacion de Veredas;11001;11
2195;RÍO GUATIQUIA;VIA V/CENCIO - PTO. LOPEZ;MUNICIPIO PUERTO LOPEZ;LIMITE URBANO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;50001;50
2012;RÍO (PERMANENTE);MPIO. SAN JOSE DEL FRAGUA;MPIO. BELEN DE LOS ANDAQUIES;Q/DA. NEGRA Y RÍO SUAZA;Rural;Sin Informacion de Barrios;COPALITO- GUADUALES-  LA CABAÑA-  SALADO-  SAN MARCOS;41006;41
2367;RÍO AZUFREL;M. YACUANQUER Y TANGUA;MUNICIPIO PASTO;MUNICIPIO GUAITARILLA;Rural;Sin Informacion de Barrios;Cariaco Alto- Cariaco Bajo-  Ciudadela de Bomboná-  Santa Inés;52207;52
2547;AV 1;AV 6;LIMITE URBANO;CL 12;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;54599;54
1434;MAR CARIBE;MUNICIPIO LORICA;ARROYO CANDELARIA;MUNICIPIO MOÑITOS;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;23675;23
1262;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Cabecera Municipal- Puente Real;19397;19
671;CL 6;CL 17A;LIMITE URBANO;KR 1;Urbano;Sin Informacion de Barrios;Cabecera Municipal- Quebrada Vieja-  Sereno;13042;13
2797;MUNICIPIO GUACA;RÍO (PERMANENTE);MUNICIPIO CERRITO;VÍA GUACA - PANGOTE;Rural;Sin Informacion de Barrios;Cairasco- Hato-  Listará-  LLano Grande-  Mogotocoro-  Palmar-  Salado Negro-  San Pablo-  Santo Domingo-  Sisota-  Tanqueva;68669;68
3397;MUNICIPIO PALMIRA;VÍA CALI - FLORIDA;MUNICIPIO PRADERA;MUNICIPIO CALI;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;76130;76
2499;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;52621;52
1543;MUNICIPIO TABIO;RÍO (PERMANENTE);MUNICIPIO CHIA Y COTA;M. SUBACHOQUE Y MADRID;Rural;Sin Informacion de Barrios;CARRASQUILLA- CHINCHE-  CHITASUGA-  CHUCUA-  CHURUGUNCO-  EL ESTANCO-  Fonqueta-  GALDAMEZ-  JUAICA-  JUANCA-  PALO VERDE-  POVEDA 1-  POVEDA 2-  SANTUARIO LA CUESTA-  Tiquiza;25799;25
3275;KR  23  Y  CL 8 O;AK GUADALUPE;CL  5;CL  1  Y  LIM. URB.;Urbano;Bellavista- El Lido- El Mortiñal- Miraflores- San Fernando Viejo- Santa Bárbara- Santa Isabel- Sector Altos de Santa Isabel- Tejares - Cristales- U.D.A Galindo Plaza Toros- Unidad Residencial El Coliseo- Urbanización Nueva Granada;Sin Informacion de Veredas;76001;76
3260;KR 28D;KR  41B;CL  48  Y  74;AC ORIENTAL;Urbano;Antonio Nariño- Calipso- El Diamante- El Poblado I- El Poblado II- El Vergel- Los Robles- Sector Asprosocial - Diamante- Yira Castro;Sin Informacion de Veredas;76001;76
1307;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;19050;19
1526;M. TENJO Y MADRID;MPIO. MOSQUERA Y BOGOTÁ D. C.;MUNICIPIO COTA;M. MADRID Y MOSQUERA;Rural;Bacatá- Francisco Martínez Rico- Hato Casa Blanca- Miraflores- Villa Paola- Villapaul- Alcaparro- Amparito- Aprovim- Barranquillita- Bello Horizonte- Bolonia- Casas Grises- El Cortijo- El Molino- El Pinar- El Rinconcito- El Sociego- El Triunfo- Escallón-;BEBEDEROS- BOYERO-  CACIQUE-  COCLI-  EL HATO-  FLORIDA-  LA ISLA-  LA PUNTA-  LA PUNTA-  SAN JOSE-  SIBERIA-  SIETE TROJES-  SIETE TROJES;25286;25
2047;MAR CARIBE;AY. URRUITPANA Y MASAPORIUHOU;VÍA RAN. NVO. AMBIENTE-CERRA. DE JARARA;VÍA PARARIMA-PUERTO PORTETE;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;44847;44
748;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15218;15
770;MUNICIPIO EL COCUY;RÍO HIQUERAS;MUNICIPIO LA SALINA;MUNICIPIO LA UVITA;Rural;Sin Informacion de Barrios;CHinyaque;15183;15
616;CL  16 Y 17;LIMITE URBANO Y  CIENAGA;RIO MAGDALENA;LIMITE URBANO;Urbano;Alfonso Lopez- Antonio Galán- Baracoa- Buenos Aires- Córdoba- Ciénaga- Ciénaga de Versalles- Comuneros- Costa Azul- Dos de Noviembre- El Carmen- El Milagro- El Recreo- El Trinche- Florida- Florida I- Florida II- Florida III- Isla de Cuba- Jarrillo Sur- La;Sin Informacion de Veredas;13430;13
1829;MUNICIPIO LLORO;MUNICIPIO TADÓ;RÍO CHURGO;MUNICIPIO CERTEGUI;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;27073;27
2412;KR 6;LIMITE URBANO;CL 8;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;52224;52
3431;CL 0;CL 17;KR 14;LIMITE URBANO;Urbano;20 de Julio- 6 de Enero- Centro- Charalá- La Libertad- Las Flores- Las Palmeras- Nueva Valencia- Obrero- Riveras del Arauca- San Isidro- San Martín- Villa María;Arauquita;81065;81
668;M. REGIDOR Y SAN MARTÍN DE LOBA;M. ARENAL- MORALES Y VIA ARE.-PTO RIC.;MUNICIPIO LA GLORIA;MUNICPIO TIQUISIO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;13600;13
1193;MUNICIPIO FLORIDA;M. PADILLA Y RÍO LAS CAÑAS;MUNICIPIO FLORIDA;MPIO. PUERTO TEJADA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;19455;19
1905;RÍO SALAQUÍ Y ATRATO;MPIO. JURADÓ Y BAHIA SOLANO;MUNICIPIO CARMEN DEL DARIÉN;MUNICIPIO JURADÓ;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;27615;27
65;LIMITE URBANO;LIMITE URBANO;KR 19;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;5086;5
2083;MUNICIPIO EL MOLINO;MUNICIPIO URUMITA;PAÍS VENEZUELA;VÍA EL MOLINO-URUMITA;Rural;7 de Agosto;EL HORNO;44874;44
2279;CAÑO EL GUAN.- CUMA.- TURPIAL Y MORROCOY;MPIO. PTO. LLERAS Y MAPIRIPÁN;MPIO. MAPIRIPÁN Y PTO. GAITÁN;CAÑO CAMOA;Rural;Sin Informacion de Barrios;Altamira- Santa Teresa del Camoa;50689;50
3614;M. MAPIRIPÁN Y CUMARIBO;MUNICIPIO EL RETORNO;MINICIPI MAPIRIPANA;CAÑO MACÚ;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;95001;95
3658;RÍO VICHADA;CAÑO MATAVÉN;PAÍS VENEZUELA;CAÑO SIRARE Y RÍO (PERMANENTE);Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;99773;99
3281;KR  9A Y 12B;KR  36;RIO CALI- RIO CAUCA  Y  L. U.;LIMITE URBANO;Urbano;Alto San Jorge- Asovivir Las Colinas- Buenos Aires- Corvivalle- Imviyumbo San Jorge- Juan Pablo II- La Estancia- La Nueva Estancia- Las Américas- Las Cruces- Panorama- Puerto Isaac- San Jorge;Arroyohondo- Cabecera Municipal-  El Higuerón;76892;76
1752;MUNICIPIO GUADUAS;M. SAN JUAN DE RÍO SECO;MUNICIPIO VIANI;MUNICIPIO ARMERO;Rural;Sin Informacion de Barrios;ALTAGRACIA- BALUNDA-  CALAMBATA-  CAMPO ALEGRE-  EL RETIRO-  EL RINCON-  GUATE-  HELECHAL-  PEDREGAL-  SANTA TERESA;25168;25
2737;CL  50;CL  99;DG 15 Y KR 27;M. GIRÓN;Urbano;Aeropuerto- Balconcitos- Bucaramanga- Ciudadela Real de Minas- Colombia- Conalvivienda- Cordoncillo- Cordoncillo I- Estoraques- Fundadores Arco Iris- Granada Sur- La Ceiba- La Victoria- Las Margaritas- Los Canelos- Los Héroes- Manzanares- Monte Redondo- M;Sin Informacion de Veredas;68001;68
247;MUNICIPIO MEDELLIN;LIMITE URBANO;LIMITE URBANO;MUNICIPIO MEDELLIN;Rural;Sin Informacion de Barrios;El Jardín- La Verde;5360;5
1766;KR 11;DG 16;KR  3 E;TV 12;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;25851;25
3452;MPIO. CRAVO NORTE Y PTO. RONDÓN;MPIO. PAZ DE ARIPORO;MUNICIPIO CRAVO NORTE;CAÑO SAMUCO;Rural;Sin Informacion de Barrios;Varsovia- Villa Julia;85125;85
1705;M. TENA Y SAN ANTO. DEL TEQUEN.;RÍO (PERMANENTE);MUNICIPIO GRANADA;MUNICIPIO LA MESA;Rural;Sin Informacion de Barrios;EL PORVENIR- GUACACHA-  PRADILLA;25245;25
3551;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;91798;91
1673;MUNICIPIO VENECIA;MPIO. COLOMBIA  Y DOLORES;BOGOTÁ D. C.;M. ICONONZO Y VILLARRICA;Rural;Sin Informacion de Barrios;APOSENTOS- BAJO ARIARI-  CANADA-  Capitolio-  COA - EL RETIRO-  Concepción-  EL RUBI-  Guacanas-  HOYERIAS-  LA CASCADA-  LA PLAYA-  La Unión-  LAS AGUILAS-  LAS MERCEDES-  LAS VEGAS-  NUÑEZ-  Nueva Granada-  NUEVA GRANADA-  Nuñez-  PAQUILO-  PEÑAS BLANCA;25120;25
2888;MPIO. BARRANCABERMEJA;VÍA PTO. BOYACA-LA FORTUNA;MPIO. BARRANCABERMEJA;MPIO. PUERTO PARRA;Rural;Sin Informacion de Barrios;Cienaga del Opon- La Esperanza-  Marquetalia-  Puerto Nuevo-  Vizcaina Alta-  Vizcaina Baja;68745;68
1138;M. ACEVEDO Y BELEN DE LOS ANDA.;MUNICIPIO PIAMONTE;RÍO FRAGÜITA;MUNICIPIO PIAMONTE;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;18610;18
1101;CL 10;CL 6 S;KR 2;KR 19;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;18592;18
983;M. LA BELLEZA Y BOLIVAR;M. SAN PABLO DE BORBUR;M. PAUAN Y FLORIAN;VÌA OTANCHE-PTO. BOYACÁ;Rural;Bosque;Altazor- Bolívar-  Buenos Aires-  Cabecera Municipal-  Cambuco-  Centro-  Chaquipay-  Cocos-  Cortaderal-  El Roble-  La Laja-  Los Bancos-  Manga-  Mirador-  Palenque-  Penjamo-  San José Nazareth;15507;15
3153;MPIO. MARIQUITA Y HONDA;RÍO GUAMO;MUNICIPIO HONDA;MUNICIPIO FALÁN;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;73055;73
2467;MUNICIPIO EL ROSARIO;RÍO SAN PABLO;MUNICIPIO EL ROSARIO;MUNICIPIO CUMBITARA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;52540;52
284;LIMITE URBANO;LIMITE URBANO;KR 7;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;5856;5
2913;VÍA LOS SANTOS-ZAPATO. Y RÍO (PER.);MPIO. GALÁN Y BARICHARA;MPIO. VILLANUEVA Y LOS SANTOS;MPIO. SAN VICENTE DE CHUCURI;Rural;Sin Informacion de Barrios;Bellavista- Coscal-  Las Puentes-  Montenegro;68895;68
264;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Cabecera Municipal- Campo Alegre-  El Socorro;5240;5
433;MUNICIPIO MALAMBO;MUNCIPIO SANTO TOMAS;RÍO ARAUCA;MUNICIPIO PALONUEVO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;8634;8
3358;CL 26;CL 0;KR 1;KR 17;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;76036;76
3515;CL 8;CL 4 S;KR 1;KR 13C;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;86885;86
339;MUNICIPIO BURITICA;M. STA. FE DE ANTIOQ.;MUNICIPIO BURITICA;M. CAÑAS GORDAS;Rural;Sin Informacion de Barrios;Buriticá- Cabecera Municipal-  Ciriguán-  El Águila-  El Limo-  El Madero-  El Naranjo-  El Roblal-  El Tambo-  Filo del Medio-  Guarco-  La Ciénaga-  La Planta-  Los Asientos-  Macanal-  Manglar-  Pajarito-  Tinajitas-  Toyo-  Zona Rural Cabecera Municip;5306;5
2539;MUNICIPIO TIBÚ;VIA EL PLOMO - LAS VACAS;RIO ZULIA;M. EL ZULIA Y SARDINATA;Rural;Sin Informacion de Barrios;El Empalme- El Totumito-  La Valera-  Llana Finaria-  San Miguel;54001;54
2482;M. STA. BÁRBARA Y GUAPI;MPIO. MAGÜI- EL ROSARIO Y LEIVA;MPIO. ARGELIA- BALBOA Y LEIVA;MPIO. MAGÜI Y RÍO (PERMANENTE);Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;52250;52
