noid;zona_postal;codigo_postal;limite_norte;limite_sur;limite_este;limite_oeste;tipo;barrios_contenidos_en_el_codigo_postal;veredas_contenidas_en_el_codigo_postal;codigo_municipio
3396;9730;973001;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;97161
3397;6840;684038;VÍA PINCHOTE-CURITI Y LÍMITE URB-;MPIO. PARAMO Y VALLE DE SAN JOSE;VÍA MOGOTES-SAN GIL;MUNICIPIO PINCHOTE;Rural;Sin Informacion de Barrios;Alto Encinal- Bejarana Alta-  Bejarana Bajo-  Buenos Aires-  Cabecera Municipal-  Capellania-  El Alto-  El Jobito-  Garcés-  Hoya de Monas-  Jaral San Pedro-  La Laguna-  Llano Grande-  Morro Recodo-  Ojo de Agua-  Resumideros-  San José-  Santa Bárbara-;68679
3398;5050;505041;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;50370
3399;1340;134007;M. MONP.- SAN FDO. Y HATILLO DE L.;"RÍO """"BRAZO"""" DE LOBA";MPIO. BARRANCO DE LOBA;MUNICIPIO MAGANGUE;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;13549
3400;1960;196007;MUNICIPIO TIMBIQUÍ;RÍO PNAPANCHI;MUNICIPIO ARGELIA;Q/DA. GUARE Y RÍO GUAPI;Rural;Sin Informacion de Barrios;Comunidad Negra Guajui;19318
3401;2516;251601;CL 6;CL 0;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;25841
3402;4700;470005;Q.TAM-R. MANZ-M. CAR;CERRO RODADERO;LIMITE URBANO;M. CARIBE- CERRO RODA;Urbano;1 de Mayo- Corea- El Pando- Las Acacias- Las Américas- Las Colonias- Loma Fresca- Manzanares- Martinete- María Eugenia- Pastrana- San José del Sur;Sin Informacion de Veredas;47001
3403;8620;862067;MPIO. ORITO Y PTO. CAICEDO;PAÍS ECUADOR;VÍA PTO. CAICEDO-PTO. VEGA Y PAÍS ECU.;MPIO. VALLE DEL GUAMUEZ;Rural;01 B San Martin- 18 B 3 de Mayo- 39 B Villa Docente- 45 B KANACAS;Agua Negra I- Agualongo-  Alto Cuhembi-  Bajo Cuembi-  Bajo Cuembi-  Bajo Lorenzo-  Bajo Lorenzo-  Bello Horizonte-  Brasilia-  Brasilia-  Cabecera Municipal-  Campoalegre-  Caña Brava-  Comuna 1-  El Espinal-  El Palmar-  Española-  Guadalupe-  Guadalupe;86568
3404;2000;200018;MUNICIPIO EL COPEY;MUNICIPIO EL PASO;MUNICIPIO LA PAZ Y RIO;M. EL COPEY Y BOSCONIA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;20001
3405;2350;235001;CL 23;LIMITE URBANO;KR 5;KR 1;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;23574
3406;4120;412007;MUNICIPIO NEIVA;M. TERUEL- YAGUARÁ Y CAMPOALEGRE;MPIO. NEIVA Y RIVERA;VÍA TERUEL-PALERMO-LOMA LA BUITRERA;Rural;Sin Informacion de Barrios;Palmar- SARDINATA;41524
3407;1940;194038;VÍA LA VEGA-PIEDRASENTADA;MUNICIPIO ALMAGUER;VÍA ALMAGUER-LA SIERRA;MUNICIPIO SUCRE;Rural;Sin Informacion de Barrios;El Cairo- El Mandur-  El Ventiadero-  Las Pilas;19397
3408;1118;111841;CL 49BIS S- KR 5Q  Y  CL 48P S;DG  53A S;CL 48O S;AK CARACAS;Urbano;Arrayanes III- Arrayanes IV- Diana Turbay- Diana Turbay Arrayanes- Diana Turbay Cultivos- La Paz- La Picota- La Picota Oriental- Los Arrayanes II- Palermo Sur- Rincón del Valle- San Agustín;Sin Informacion de Veredas;11001
3409;1546;154607;MUNICIPIO PUENTE NACIONAL;VÍA SABOYA - ALBANIA;VÍA SABOYA - PTE NAL.;MUNICIPIO ALBANIA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;15632
3410;9920;992008;RÍO META Y VÍA LA PRIMAVERA-PTO. CARREÑO;SENDERO (CAMINO DE HERRADURA);MUNICIPIO PUERTO CARREÑO;RÍO META Y VÍA STA. BARBÁRA-CAÑO BRAVO;Rural;Sin Informacion de Barrios;Risaralda Aguas Claras;99524
3411;4410;441037;MAR CARIBE;MAR CARIBE;VÍA PARARIMA-PUERTO PORTETE;MAR CARIBE;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;44847
3412;5275;527560;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;52490
3413;7355;735580;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANOS;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;73616
3414;5465;546530;CL 7;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;54398
3415;8140;814018;RÍO TAME;M. HATO COROZAL Y  SACAMA;RÌO TAME;M. EL GUICAN- EL COCUY Y LA SALINA;Rural;Sin Informacion de Barrios;Los Curos- Rionegro;81794
3416;5215;521508;MUNICIPIO LA UNIÓN;MUNICIPIO ARBOLEDA;VÍA LA UNIÓN-SAN J. DE ALBÁN;M. LA UNIÓN Y ARBOLEDA;Rural;Sin Informacion de Barrios;La Aguada- Los Frailes-  Santiago;52694
3417;9730;973007;MUNICIPIO EL RETORNO;RÍO VAUPÉS;MPIO. PAPUNAUA Y MITÚ;MUNICIPIO MIRAFLORES;Rural;Sin Informacion de Barrios;Bocas de Cumare- Reserva Natural;97161
3418;4100;410002;LIMITE URBANO;CL  25A;LIMITE URBANO;KR  7;Urbano;Aeropuerto- Alamos Norte- Alberto Galindo- Alvaro Sánchez Silva- Bosques De Tamarindo- Ciudadelas De Santa Ana- Conjunto Camino Real- Conjunto Cerrado Santa Clara- Conjunto Multi Familiar Málaga- Conjunto Residencial Los Molinos- Cámbulos- El Prado- El Ro;Sin Informacion de Veredas;41001
3419;7600;760008;RIO CALI;MUNICIPIO JAMUNDI;LIMITE URBANO;MUNICIPIO BUENAVENTURA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;76001
3420;1830;183027;MUNICIPIO PUERTO RICO;RÍO CAQUETÁ Y CAY;MPIO. SAN VI. DEL CAGUÁN;RÍO CAQUETÁ;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;18150
3421;5420;542057;MPIO. PAMPLONITA Y TOLEDO;RÍO MARGUA;MUNICIPIO TOLEDO;MUNICIPIO PAMPLONA;Rural;Sin Informacion de Barrios;Angelina- Cabecera Municipal-  Caracolito-  Chichira-  El Mango-  El Naranjo-  El Resguardo-  El Retiro-  El Volcan-  Fontibón-  Hojancha-  Jaboncillo-  La Balsa-  La Laguna-  La Ovejera-  La Unión-  Labateca-  Monoga-  Morgua-  Negavita-  Potreritos-  Sa;54377
3422;7635;763539;MUNICIPIO EL CERRITO;MUNICIPIO PRADERA;RÍO TOCHE;VIA TABLONES - TENJO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;76520
3423;7315;731520;CL 1 N;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;73152
3424;6810;681008;LIMITE URBANO;MUNICIPIO PIEDECUESTA;VIA F/BLANCA - PIEDECUESTA;MUNICIPIO GIRÓN;Rural;Sin Informacion de Barrios;Mensuly;68276
3425;4700;470001;LIMITE URBANO;AC LIBERTADOR;KR  32;MAR CARIBE;Urbano;20 de Julio- Alfonso Lopez- Betania- Campo Alegre- Cristo Rey- César Mendoza- El Pradito- El Recreo- Enseñada de Juan XIII # 1- Enseñada de Juan XIII # 2- Goenaga- Guido- Habitat- Juan XIII- Las Delicias- Las Villas- Los Almendros- Los Cocos- Manguitos- M;Sin Informacion de Veredas;47001
3426;1950;195007;MUNICIPIO SUCRE;RÍO SAN JORGE;M. ALMAGUER Y SUCRE;VÍA BOLÍVAR-PATÍA Y M. PATÍA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;19100
3427;1518;151847;M. MONGUA Y PISBA;M. PAJARITO Y YOPAL;MUNICPIO PAYA;MUNICIPIO AQUITANIA;Rural;Sin Informacion de Barrios;Cagui Charte- Corinto-  El Morro-  El Perico-  El Porvenir-  Guayaquito-  Margaritas-  Sabanalarga-  Socochó-  Tizagá-  Volcaneras;15377
3428;1532;153210;CL 8;A GARAGOA;LIMITE URBANO;KR 5;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15511
3429;2534;253417;VIA GUADUAS - SASAIMA;M. GUAYABAL DE S. Y VIANÍ;M. ALBÁN Y SASAIMA;M. GUADUAS Y VIANÍ;Rural;Bagazal- Puente Bagazal;Alto de Torres- ALTO DEL TRIGO-  Cabecera Municipal-  Chapaima-  CHUCUMA-  El Chorrillo-  EL HATILLO-  La Bolsa-  La Masata-  MANILLAS-  PAJITAS-  Payandé-  Potrero Grande-  Quebrada Honda-  Salitre Blanco Bajo-  TORRES;25875
3430;1105;110521;CL  55 S;CL  84 S;LIMITE URBANO;AK  51;Urbano;Alaska- Arrayanes I- Arrayanes V- Barranquillita- Bolonia- Bolonia I- Bolonia I- Ciudad Londres- Ciudad Londres Rural- Danubio- Danubio II- Doña Liliana- Duitama- El Curubo- El Nevado- El Nevado II- El Pedregal- El Pedregal- Fiscala Alta- Gran Yomasa- Jua;Sin Informacion de Veredas;11001
3431;5445;544550;CL 5;CL 0;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Guacamayas;54051
3432;8520;852010;CL 14;CL 1;LIMITE URBANO;KR 19;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;85125
3433;6870;687037;MUNICIPIO PUERTO WILCHES;LIMITE URBANO- RIO;MUNICIPIO PUERTO WILCHES;RIO MAGDALENA;Rural;Sin Informacion de Barrios;La Cabaña- La Felicidad-  La Rompida N- 2-  Puerto Nuevo;68081
3434;6855;685511;CL 7;LIMITE URBANO;KR 1;TV 5;Urbano;Sin Informacion de Barrios;Cabecera Municipal- Del Centro;68397
3435;2534;253418;M. QUEBRADANEGRA Y NIMAIMA;VIA GUADUAS - SASAIMA;M. NOCAIMA Y SASAIMA;MUNICIPIO GUADUAS;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;25875
3436;4730;473028;VÍA SAN ANTONIO-ASTREA;MUNICIPIO EL BANCO;MUNICIPIO CHIMICHAGUA;VÍA CAÑOS DE PAL.-V. NUEVA Y RÍO (PER.);Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;47318
3437;5230;523027;RÍO (PERMANENTE);MPIO. ILES Y FUNES;MUNICIPIO YACUANQUER;MUNICIPIO OSPINA;Rural;Sin Informacion de Barrios;Almag;52354
3438;1526;152687;MPIO. RONDÓN Y PESCA;M. GARAGOA- MIRAFLO.- BERBEO Y SAN EDU.;MUNICIPIO AQUITANIA;MPIO. RAMIRIQUI Y CHINAVITA;Rural;Sin Informacion de Barrios;Centro;15897
3439;9160;916058;RÍO MIRITÍ PARANÁ;M. PUERTO SANTANDER;MUNICIPIO LA PEDRERA;M. PUERTO SANTANDER;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;91460
3440;6840;684048;VIA SAN GIL - BARICHARA;MUNICIPIO SAN GIL;MUNICIPIO VILLANUEVA;M. CABRERA Y GALÁN;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;68079
3441;2534;253487;MUNICIPIO PUERTO BOYACA;MUNICIPIO GUADUAS;MPIO. YACOPÍ Y CAPARRAPÍ;MUNICIPIO LA DORADA;Rural;Sin Informacion de Barrios;CACERES- CAMBRAS-  COLORADOS-  EL TALADRO-  LA CEIBA-  LA REINES-  LA VIUDA-  LAS BALSAS-  LIMONES-  MONTAÑA NEGRA-  RISARALDA-  SALAMINA-  TIERRA NEGRA-  TIERRA NEGRA-  ZAPOTILLO;25572
3442;4740;474001;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;47720
3443;564;56457;M. CIU. BOLI. Y PUEBLO R.;MUNICIPIO ANDES;MPIO. PUEBLORICO;M. BETANIA Y CIU. BOLIVAR;Rural;Sin Informacion de Barrios;Cabecera Municipal- Corinoto-  El Llanete-  El Silencio-  Hoyo Grande-  La Cuelga-  La Palmira-  Morrón-  Mulato-  Potrerillo-  Sevilla-  Sinaí-  Zarzagueta;5353
3444;2502;250258;VIA SUBA.-ZIPA-L. U.-M. COGUA;M. CAJI.-SOPO-TOCANCIPA;MUNICIPIO TOCANCIPA;MUNICIPIO TABIO;Rural;Cpr. San Miguel;Sin Informacion de Veredas;25899
3445;2506;250610;CL 8;LIMITE URBANO;KR 4 E;KR 10;Urbano;Centro (Urbano)- El Porvenir- El Tejar- Gualacia- Los Tejares- Villa de San Juan;Sin Informacion de Veredas;25317
3446;2010;201047;MPIO. PIJIÑO DEL CARMEN;MUNICIPIO CHIMICHAGUA;MPIO. EL PASO Y CHIRIGUANA;VÍA C. DE ARIGUANI-CHIMICHAGUA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;20032
3447;550;55047;MUNICIPIO CALDAS;VIA RETIRO-L. U.-VERSALLES;MUNICIPIO RETIRO;MPIO. SANTA BARBARA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;5467
3448;1544;154420;CL 5;LIMITE URBANO;KR 1;KR 7;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15185
3449;800;80007;LIMITE URBANO;MUNICIPIO GALAPA;LIMITE URBANO;M. PUERTO COLOMBIA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;8001
3450;2300;230001;LIMITE URBANO;LIMITE URBANO;RIO SINÚ;LIMITE URBANO;Urbano;Campo Alegre- Casa Finca- Casita Nueva- El Amparo- El Bongo- El Campano- El Dorado- El Poblado- El Rosario- El Tambo- Juan XXIII- La Alboraya- La Esmeralda- La Esperanza- La Palma- La Ribera- La Vid- Los Ebanos- Magdalena- Manuel Jiménez- Mi Ranchito- Min;Cabecera Municipal- El Floral-  Pica Pica-  Pringamosa;23001
3451;4740;474027;MPIO. PLATO Y NVA. GRANADA;MPIO. MOMPOS Y TALAIGA NUEVO;VÍA LA GLORIA-PIJIÑO DEL CARMEN;M. SANTA B. DE PINTO;Rural;Sin Informacion de Barrios;LOS MANGOS;47707
3452;1310;131048;VIA SAN CAYETANO-SINCERIN;MUNICIPIO MARIA LA BAJA;M. SAN JUAN NEPOMUCENO;MUNICIPIO ARJONA;Rural;ARROYO VIEJO- CARRETERA- CONCEPCION 1- CONCEPCION 2- EL CAMPITO- EL CAMPO- EL VIZO- KENNEDY- LA PLAZA- NUEVO HORIZONTE- RINCON GUAPO- SAGRADO CORAZON;Malagana- Pava;13433
3453;5020;502057;CAÑO MARRA Y RUBIALES;MUNICIPIO MAPIRIPÁN;MUNICIPIO CUMARIBO;VÍA LA TONINA-TILLABA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;50568
3454;5410;541077;MUNICIPIO LOS PATIOS;MUNICIPIO TOLEDO;MPIO. RAGONVALIA Y HERRÁN;M. BOCHALEMA Y PAMPLONITA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;54172
3455;5400;540018;RIO ZULIA Y M. PTO S/DER;VENEZUELA;VENEZUELA;Q. LA FLORESTA Y RIO ZULIA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;54001
3456;6875;687541;LIMITE URBANO;CL  27;LIMITE URBANO;LIMITE URBANO;Urbano;Aldea Alta- Aldea Baja- Alicante- Altos de La Campiña- Altos de San Antonio del Carri- Altos del Llanito- Altos del Tejar- Balcones del Portal- Bellavista- Brisas del Río- Carrizal Campestre- Castilla La Nueva- Centro- Convivir- Corviandi 3- El Carmen- El;Sin Informacion de Veredas;68307
3457;2325;232549;ARROYO MONTEGRANDE Y TREMENTINO;MUNICIPIO PUEBLO NUEVO;MUNICIPIO SAN MARCOS;VÍA SAHAGÚN-SANTIAGO ABAJO;Rural;Sin Informacion de Barrios;El Corozo- El Crucero-  El Orgullo-  La Corocita-  La Padilla-  Las Cruces-  Los Chibolos-  Morrocoicito-  Morrocoy-  Trementino;23660
3458;1335;133517;MPIO. HATILLO DE LOBA;MPIO. ALTOS DEL ROSARIO;MPIO. SAN MARTIN DE LOBA;MUNICIPIO PINILLOS;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;13074
3459;9950;995009;VÍA GUACIAS-NAZARETH;MUNICIPIO CUMARIBO;MUNICIPIO LA PRIMAVERA;MUNICIPIO PUERTO GAITÁN;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;99624
3460;1103;110321;AC 19;AC 1;LIMITE URBANO;AK 14;Urbano;El Dorado- El Guavio- El Rocío- Girardot- La Capuchina- La Pena- La Pena Rural- Las Cruces- Los Laches- Lourdes- Ramírez- San Bernardino- San Francisco Rural- Santa Inés- Veracruz;Sin Informacion de Veredas;11001
3461;1320;132010;KR 25A;KR 1;LIMITE URBANO;CL 21;Urbano;20 de Marzo- Armero- Arriba- Barranquillita- Bella Vista- Buenos Aires- Centro- Ciudadela- Diogenes Arrieta- el Cerrito- El Progreso- Guarumal- Hurpango- Isla Verde- La Bodega- La Floresta- La Frontera- Las Delicias- Mochila- Nueva Floresta- Palmira- San;Sin Informacion de Veredas;13657
3462;2330;233047;MPIO. SAN CARLOS Y PUEBLO NUEVO;AY. TREMENTINA Y VÍA EL ALMEN.-MEDIO R.;VÍA MEDIO RANCHO-PUEBLO NUEVO;MUNICIPIO MONTERIA;Rural;Sin Informacion de Barrios;Maquencal;23555
3463;2000;200005;LIMITE URBANO;CL 16;AK  S. BOLIVAR;LIMITE URBANO;Urbano;5 de Enero- Arizona- Azúcar Buena- Bello Horizonte- Campo Romero- Candelaria Norte- Ceiba Alta Gracia- Ciudad Tayrona III- Divino Niño- Don Alberto- Dundacare- Edgardo Pupo- El Amparo- Eneal- Francisco El Hombre- Futuro de Los Niños- Garupal- Ichagua- Ira;Sin Informacion de Veredas;20001
3464;554;55447;V. LA MIEL- LA ROMERA Y M. SABANETA;M. MONTEBELLO;M. EL RETIRO;VIA LA ESTRELLA-VERSALLES;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;5129
3465;2526;252601;CL 12;CL 1;KR 1;CL 12;Urbano;Sin Informacion de Barrios;ALTO DEL TIGRE- CALUCATA-  DOIMA-  GUAYABAL-  HATO NORTE-  LA TRINIDAD-  SAN NICOLAS-  SAN NICOLAS BAJO;25386
3466;560;56060;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;23 de Mayo- Alameda- Avenida Medellín- Brisas de San Juan- Ciudad Corid- El Centro- El Hoyo- La Aguada- La Cuchilla- María Auxiliadora- Plaza de Ferias- Río San Juan- San Francisco- San Luis- San Pedro- Sector Ferromesa- Sector La Cárcel- Sector Troncal d;Sin Informacion de Veredas;5034
3467;1770;177088;Q/DA. EL MANZANO Y RÍO (PERMANENTE);MPIO. RISARALDA Y PALESTINA;MPIO. NEIRA Y MANIZALES;VÍA ANSERMA-RISARALDA;Rural;Sin Informacion de Barrios;Betania- Guamito-  La Trinidad;17042
3468;9510;951009;MPIO. SAN JOSE DEL GUAVIARE;MPIO. MIRAFLORES- CARURU Y PAPUNAUA;RÍO (PERMANENTE);CAÑO KINIQUIARE;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;95025
3469;5220;522001;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;52240
3470;2330;233057;ARROYO TREMENTINAL;M. MONTELI. Y VÍA S. FCO. DE R.-MARAÑONAL;VÍA SAN FCO. DE RAYO-MEDIO RANCHO;MPIO. TIERRALTA Y MONTERIA;Rural;Sin Informacion de Barrios;Arroyón- La Fé-  La Manta;23555
3471;4150;415068;M. INZÁ Y PÁEZ;VÍA LA PLATA-ALTO CAÑADA;VÍA LA PLATA-ARANZAZU;MUNICIPIO INZÁ;Rural;Sin Informacion de Barrios;ALTO CAÑADA- ALTO GETZEN-  ALTO PATICO-  ALTO SAN FRANCISCO-  BETANIA-  EL CARMELO-  EL CERRITO-  LA ESPERANZA-  LA ESTRELLA-  LA MURALLA-  LAS MERCEDES-  LOS ANGELES-  SAN FRANCISCO-  SAN JUAN;41396
3472;570;57027;MUNICIPIO TUANGO;QUEBRADA NIQUIA;QUEBRADA SANTA MARIA;RÍO CAUCA;Rural;Sin Informacion de Barrios;El oro- El Socorro-  El Tambo-  La Ciénaga-  La Loma-  La Meseta-  Llano de los encuentros-  Llano del Oro-  Los tendidos-  Nohava-  Remartín-  Renegado Valle;5628
3473;4130;413007;MUNICIPIO NEIVA;RÍO (PERMANENTE);RÍO (PERMANENTE);MUNICIPIO PALERMO;Rural;Sin Informacion de Barrios;MONSERRATE;41615
3474;1820;182059;RÍO (PERMANENTE);MPIO. CARTAGENA DEL CHAIRÁ;MPIO. SAN VI. DEL CAGUÁN;MPIO. EL DONCELLO Y RÍO GUAYAS;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;18592
3475;2536;253657;MUNICIPIO EL PEÑÓN;VIA VERGARA - CERINZA;MUNICIPIO PACHO;MUNICIPIO NIMAIMA;Rural;Sin Informacion de Barrios;El Zancudo- Flandes;25862
3476;8640;864001;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;86573
3477;7315;731508;MUNICIPIO CASABIANCA;MUNICIPIO MURILLO;VÍA CASABIAN.-PRIMAVERAL-MURILLO;MPIO. VILLAMARIA Y CASABIANCA;Rural;Sin Informacion de Barrios;Cabecera Municipal;73870
3478;510;51050;LIMITE URBANO;DG 50A- 51 Y 52;M. COPACABANA;AK 49B Y Q. LA GARCIA;Urbano;Altos de Niquia- Ciudad Niquia- Ciudadela del Norte- Guasimalito- La Navarra- Niquia Bifamiliar- Panamericano- Quitasol;Sin Informacion de Veredas;5088
3479;1920;192087;VÍA PIENDAMO-SILVIA-PUEBLECITO;MUNICIPIO TOTORÓ;VÍA PUEBLECITO-GABRIEL LÓPEZ;M. PIENDA.- CAJIBÍO Y TOTORÓ;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;19743
3480;4760;476060;KR 17;TV 1;CL 18 BIS;CL 2 BIS AN;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;47170
3481;1730;173069;MUNICIPIO NARIÑO;VÍA PENSILVANIA-SAMANÁ;MUNICIPIO SAMANÁ;VÍA PENSILVANIA-PUERTO VENUS;Rural;Sin Informacion de Barrios;Agua Bonita- Arenillal-  Buenos Aires-  Cabecera Municipal Pensilvania-  Campoalegre-  Cartagena-  Casco Urbano-  Casco Urbano-  CHaquiral-  Cundinamarca-  El Algarrobo-  El Anime Alto-  El Anime Bajo-  El Billar-  El Bosque-  El Castillo-  El Dorado-  El;17541
3482;1830;183018;RÍO SUNSIYA Y CAQUETÁ;MUNICIPIO SOLANO;RÍO CAQUETÁ;MUNICIPIO SOLANO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;18150
3483;1508;150860;LIMITE URBANO;CL 2;KR 1;KR 9;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15403
3484;5020;502007;M. CABUYARO- VILLANU.- TAURA. Y MANI;RÍO YUCAO Y CAÑO NAVAJITAS;MPIO. PUERTO GAITÁN;RÍO METICA;Rural;Sin Informacion de Barrios;El Limonal- Guamal-  La Poyata-  San Joaquin de Garibay;50573
3485;530;53030;LIMITE URBANO;CL 14;KR 13;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;5670
3486;5205;520578;VÍA ARBOLEDA-SAN LORENZO;MUNICIPIO BUESACO;VÍA SAN LORENZO-SAN JOSE DE A.;MUNICIPIO SAN LORENZO;Rural;Sin Informacion de Barrios;Arrayanes- Cebadero-  El Empate-  El Olivo-  La Cañada-  Olaya-  Rosa Florida Norte-  Rosa Florida Sur-  San Joaquín-  San Miguel-  San Pedro Bajo-  Santa Teresa-  Toronjal-  Viña-  Yunguilla;52051
3487;7605;760537;M. RÍOFRIO Y EL LITO. DEL SAN J.;MUNICIPIO RESTREPO;MUNICIPIO YOTOCO;RÍO BRAVO Y (PERMANENTE);Rural;Sin Informacion de Barrios;Berlín- El Boleo-  El Diamante-  El Llanito-  El Mirador-  La Camelia-  La Cristalina-  La Italia-  La Samaria-  Palermo-  Puerto Buga;76126
3488;2325;232501;KR 7;KR 1 S;CL 18;CL 1;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;23678
3489;2050;205059;MPIO. RÍO DE ORO Y AGUACHICA;QUEBRADA EL BEJUCO;VÍA SAN ALBERTO-AGUACHICA;MUNICIPIO PUERTO WILCHES;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;20770
3490;568;56827;MUNICIPIO MURINDO;RÍO PARACUCUNDÓ;M. RONTINO Y URRAO;MUNICIPIO BOJAYA;Rural;Sin Informacion de Barrios;Arenal- Buchado-  Gengadó-  Jarapató-  La Playa-  Salado-  San Martín-  San Miguel-  Vuelta Cortada;5873
3491;1325;132508;MUNICIPIO ZAMBRANO;M. BUENAVISTA Y MAGANGUE;M. PLATO Y STA. BARB. DE PINTO;VIA ZAMBRANO-SAN PEDRO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;13212
3492;1530;153027;MUNICIPIO GARAGOA;MUNICIPIO CHIVOR;MUNICIPIO MACANAL;MUNICIPIO SOMONDOCO;Rural;Sin Informacion de Barrios;Belén- Boya I-  Cabecera Municipal-  Curiavaca Abajo-  Tibaita-  Umbavita-  Yavir;15022
3493;7060;706050;CL 1;CL 94;KR 6B SUR;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;70221
3494;5020;502059;RÍO GUARROJO Y CAÑO DULLACÍAS;CAÑO MINA CHIQUITA- TEXAS Y RÍO (PER.);VÍA LAS CULATAS-LOS KIOSCOS;MUNICIPIO PUERTO LÓPEZ;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;50568
3495;1305;130520;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;13683
3496;560;56028;VÍA TAMESIS - JERICO- RÍO CARTAMA;M. JARDIN- RÍOSUCIO;M. CARAMNTA Y VALPARAISO;MUNICIPIO JERICO;Rural;Sin Informacion de Barrios;Cabecera Municipal- Campo Alegre-  Cedeño Bajo-  Corozal-  La Argentina-  La Faena-  La Florida-  La Liborina-  La Matilde-  La Mirla-  La Pastora-  Nudillales-  Otrabanda-  Pescadero-  Piedra Moler-  Playa Rica-  Río Claro-  San Luis-  San Pedro;5789
3497;1740;174009;MUNICIPIO NORCASIA;MUNICIPIO MARQUETALIA;MUNICIPIO VICTORIA;VÍA PENSILVANIA-SAMANÁ-LOS POMOS;Rural;Sin Informacion de Barrios;Carrizales- Corinto-  Guayana-  La Miel-  La Pradera;17662
3498;1960;196067;MUNICIPIO BUENAVENTURA;MUNICIPIO TIMBIQUÍ;RÍO AGUA CLARA Y MICAY;OCEANO PACIFICO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;19418
3499;830;83067;MUNICIPIO SABANAGRANDE;MUNICIPIO PALAMAR DE VARELA;MUNICIPIO SITIONUEVO;MUNICIPIO POLONUEVO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;8685
